x1,x2,omega1,omega2,h
113.302,98.2756,124.793,80.734,-377.281
4.7232,177.767,119.266,121.996,1616.53
210.425,161.944,88.6228,106.283,-1778.78
98.3505,88.2647,143.895,133.724,652.825
46.3988,143.475,72.3308,127.669,590.92
74.4633,65.4175,93.7169,69.3594,28.7538
168.865,195.8,130.641,182.243,-541.046
11.6642,88.9609,17.7573,216.317,1774.95
2.51256,130.635,59.6789,140.321,1432.23
118.268,15.8493,194.04,38.6736,134.905
104.47,84.8324,108.819,86.034,-271.267
204.214,151.689,93.7169,106.283,-1780.78
61.3594,84.0621,113.966,5.96032,-241.456
120.285,58.2831,136.942,111.377,84.9334
76.8842,175.403,43.6804,56.1052,-954.858
89.9355,140.649,72.3308,56.1052,-826.658
101.978,82.2333,108.819,26.2104,-814.25
28.8208,46.9253,43.6804,101.253,742.864
215.656,193.596,93.7169,80.734,-1838.82
173.954,213.131,83.4073,91.1813,-1875.61
119.767,31.084,78.0043,111.377,-219.275
158.332,17.9237,103.763,101.253,-653.23
83.5925,81.2929,66.2755,56.1052,-536.762
185.861,53.2577,72.3308,56.1052,-1004.61
209.231,54.4118,173.79,140.321,-700.928
156.001,111.818,78.0043,106.283,-1100.43
186.289,89.4497,103.763,80.734,-1510.48
208.215,123.393,17.7573,167.038,-1299.1
127.522,174.979,216.317,91.1813,79.6697
118.359,28.2315,93.7169,26.2104,-945.552
147.85,44.9644,113.966,216.317,597.215
63.5533,66.4154,113.966,147.708,1207.12
126.664,72.2325,216.317,216.317,1757.47
175.28,147.919,108.819,38.6736,-1611.36
43.4873,35.5742,113.966,63.0577,845.167
172.093,189.186,78.0043,56.1052,-1597.6
34.7216,53.6046,143.895,38.6736,986.276
85.0191,188.354,143.895,101.253,167.722
169.306,214.12,83.4073,111.377,-1612.54
168.617,148.955,194.04,147.708,-213.455
166.741,86.0742,161.326,116.593,-544.792
173.947,103.674,113.966,91.1813,-1254.34
119.549,63.9701,130.641,147.708,375.719
195.005,93.1454,113.966,96.2365,-1456.49
0.00849646,142.8,72.3308,96.2365,1114.32
147.352,144.874,43.6804,111.377,-1266.57
213.091,60.6932,136.942,121.996,-1184.44
18.8383,12.8458,143.895,5.96032,1108.08
169.554,55.0445,194.04,63.0577,-701.182
64.201,102.682,78.0043,133.724,550.941
193.518,54.3921,173.79,182.243,-61.6506
101.579,102.841,136.942,127.669,406.326
194.816,181.209,66.2755,101.253,-1654.6
199.301,32.2687,194.04,216.317,408.13
167.405,167.224,72.3308,86.034,-1589.87
90.852,138.082,143.895,96.2365,213.65
180,59.0534,124.793,133.724,-670.21
26.0393,170.932,143.895,56.1052,847.562
92.2104,182.522,216.317,26.2104,35.4034
93.3866,205.274,119.266,182.243,513.032
53.5538,179.829,143.895,86.034,616.004
20.398,186.93,32.9622,63.0577,-154.686
178.858,188.576,32.9622,182.243,-1238.12
216.631,90.5883,103.763,133.724,-1435.36
23.6323,78.5664,66.2755,91.1813,834.92
83.9986,178.717,43.6804,63.0577,-998.187
177.303,90.4541,173.79,216.317,361.85
99.4997,90.0768,151.822,133.724,704.159
144.852,214.272,113.966,116.593,-1035.29
135.725,28.2486,136.942,5.96032,-1127.02
71.2475,51.3928,173.79,121.996,1469.83
56.166,31.6805,98.7466,127.669,1126.45
149.94,15.9955,130.641,111.377,-265.522
47.0324,158.974,161.326,63.0577,761.362
155.255,160.683,143.895,182.243,-130.506
4.43941,182.098,59.6789,63.0577,419.066
91.183,58.7422,143.895,63.0577,193.262
10.9568,135.151,124.793,147.708,1987.18
23.7661,157.376,119.266,96.2365,1097.73
116.784,22.1899,17.7573,91.1813,-593.974
6.0327,52.6178,124.793,91.1813,1840.68
81.5418,118.187,83.4073,116.593,59.4997
165.51,10.4734,143.895,26.2104,-1233.57
181.95,73.4442,59.6789,96.2365,-1150.95
170.717,60.4483,88.6228,156.32,-536.894
194.843,188.872,151.822,127.669,-1295.66
120.314,115.212,93.7169,56.1052,-1021.89
210.922,51.066,83.4073,133.724,-1319.48
173.939,178.439,52.2917,63.0577,-1372.6
130.714,8.38917,93.7169,156.32,261.939
212.357,77.0898,136.942,101.253,-1447.16
190.717,67.3411,136.942,56.1052,-1556.69
62.4636,196.755,124.793,48.1783,-181.658
204.977,179.965,17.7573,111.377,-1292.26
6.59227,126.319,113.966,63.0577,1146.3
14.8132,66.7329,124.793,48.1783,1196.14
45.5773,7.5887,113.966,86.034,1149.25
59.7505,167.219,136.942,26.2104,-112.856
76.9121,209.894,88.6228,75.2075,-585.691
75.2102,33.5115,119.266,127.669,981.522
151.123,149.51,103.763,111.377,-977.404
159.741,35.11,151.822,96.2365,-503.512
95.6185,174.792,83.4073,5.96032,-1389.02
123.052,124.917,194.04,111.377,339.567
24.1249,110.849,216.317,133.724,2622.77
118.262,126.984,98.7466,96.2365,-608.762
114.024,74.906,52.2917,133.724,-244.965
197.243,164.393,113.966,5.96032,-1577.68
100.516,35.2697,103.763,91.1813,-0.92727
150.328,37.2652,130.641,5.96032,-1215.28
161.324,177.96,72.3308,182.243,-713.967
142.254,181.202,78.0043,80.734,-1441.01
93.6205,12.8129,93.7169,96.2365,163.114
112.408,45.3281,88.6228,121.996,-3.33654
111.39,79.6433,136.942,127.669,322.515
90.1829,176.472,103.763,48.1783,-809.762
25.1606,159.036,17.7573,106.283,180.98
110.84,153.38,119.266,106.283,-353.141
211.715,153.05,103.763,133.724,-1616.39
136.746,40.0055,194.04,86.034,179.291
149.044,151.951,103.763,75.2075,-1319.76
173.711,38.8946,161.326,101.253,-607.036
5.09386,114.509,98.7466,63.0577,1068.32
99.5418,146.391,161.326,80.734,43.2887
77.5041,178.142,59.6789,111.377,-325.782
183.368,30.0952,93.7169,26.2104,-962.27
177.969,4.8285,194.04,156.32,280.828
159.701,21.5209,216.317,69.3594,-103.934
2.68293,173.032,151.822,140.321,2181.01
118.74,136.021,119.266,5.96032,-1429.14
125.218,69.5744,17.7573,75.2075,-714.736
159.632,159.941,124.793,147.708,-648.771
163.668,68.6106,130.641,48.1783,-1300.16
123.56,191.787,17.7573,38.6736,-1050.48
52.2891,190.572,66.2755,116.593,125.19
128.826,174.424,43.6804,86.034,-1378.84
173.128,13.6857,88.6228,121.996,-726.845
208.664,71.8883,216.317,111.377,-766.551
102.582,34.4715,161.326,69.3594,322.492
8.62567,15.6199,161.326,127.669,2672.21
8.9635,51.6152,143.895,56.1052,1632.2
141.357,74.7341,130.641,56.1052,-933.042
4.93186,212.691,72.3308,75.2075,535.847
48.0032,201.572,66.2755,121.996,212.366
62.6023,141.319,32.9622,140.321,159.276
160.723,55.8095,88.6228,56.1052,-1153.44
61.2316,104.968,108.819,5.96032,-374.25
127.394,192.15,194.04,216.317,1041.87
1.42272,41.63,83.4073,156.32,2205.14
110.686,177.494,78.0043,63.0577,-1160.98
41.6413,39.7234,66.2755,106.283,817.149
107.4,60.6461,124.793,167.038,742.524
39.879,150.43,52.2917,80.734,10.7132
78.2326,52.953,43.6804,26.2104,-664.429
83.3598,76.1878,78.0043,111.377,110.01
199.367,69.6015,161.326,75.2075,-1349.52
172.262,202.662,136.942,121.996,-1180.7
175.572,66.733,103.763,140.321,-699.144
21.7305,12.8427,113.966,80.734,1504.48
94.0396,111.945,130.641,56.1052,-273.034
213.509,132.883,83.4073,106.283,-1619.16
114.364,139.579,17.7573,216.317,110.311
61.886,37.2548,119.266,56.1052,490.745
31.2763,86.2328,98.7466,182.243,1901.99
164.074,173.888,161.326,56.1052,-1463.58
71.2131,123.892,161.326,147.708,1312.94
174.846,23.6847,119.266,38.6736,-1200.18
70.2201,143.154,93.7169,133.724,437.837
194.976,38.1458,103.763,101.253,-1247.13
88.7322,98.6546,98.7466,69.3594,-310.739
104.648,37.8002,194.04,182.243,1727.95
196.724,129.467,130.641,101.253,-1475.63
212.757,75.0582,93.7169,133.724,-1379.28
179.907,21.6023,88.6228,216.317,89.801
170.452,172.35,52.2917,38.6736,-1246.53
76.1784,30.3447,143.895,86.034,806.699
5.28228,26.2577,72.3308,38.6736,909.932
19.2711,125.768,130.641,127.669,1733.15
127.951,215.987,194.04,111.377,-112.895
59.1385,81.5639,113.966,26.2104,11.0145
175.864,213.285,72.3308,63.0577,-1675.92
9.69175,139.243,72.3308,48.1783,473.668
116.154,76.1885,113.966,121.996,-27.1642
16.8256,37.2342,173.79,156.32,2849.29
207.576,20.8336,161.326,101.253,-1008.91
94.099,26.1376,113.966,48.1783,-176.89
143.476,91.4852,88.6228,48.1783,-1266.3
102.73,123.674,124.793,69.3594,-402.311
50.5497,33.5001,143.895,56.1052,956.105
105.37,21.0845,119.266,116.593,377.584
170.338,198.994,17.7573,80.734,-1246.6
57.7037,53.2643,93.7169,182.243,1507.87
30.801,127.326,93.7169,147.708,1350.53
147.66,112.068,113.966,147.708,-354.634
119.641,83.2101,151.822,121.996,251.796
27.7278,121.438,136.942,56.1052,945.623
131.841,57.2844,113.966,127.669,-114.417
83.1752,11.1053,143.895,38.6736,284.11
35.7616,172.293,52.2917,26.2104,-547.858
182.685,48.4319,83.4073,75.2075,-1157
56.9685,64.9345,52.2917,101.253,268.988
110.819,31.8261,78.0043,38.6736,-824.015
196.699,149.207,216.317,147.708,-497.16
144.157,35.3795,78.0043,63.0577,-1017.16
24.029,17.8697,59.6789,127.669,1369.48
40.3121,50.8039,17.7573,48.1783,-179.257
63.1022,79.9916,161.326,156.32,1720.65
144.357,149.655,98.7466,63.0577,-1396.56
49.4117,2.85188,32.9622,140.321,897.813
155.067,39.9742,173.79,63.0577,-582.629
